id,buName,dpId,dpName,profitCenter
444,"Enterprise SD - Mining / Construction",3038,"FSUE MORSVIAZSPUTNIK.",2535
445,"Enterprise SD - AgriTech",3038,"FSUE MORSVIAZSPUTNIK.",2536
446,"Enterprise SD - Integrated Transport",3038,"FSUE MORSVIAZSPUTNIK.",2537
447,"Enterprise SD - FinTech",3038,"FSUE MORSVIAZSPUTNIK.",2538
448,"Enterprise SD - BYOD",3038,"FSUE MORSVIAZSPUTNIK.",2539
449,"Enterprise Aviation",3050,"GALAXY 1 COMMUNICATIONS LLC",3012
450,Maritime,3050,"GALAXY 1 COMMUNICATIONS LLC",1313
451,"US Government",3050,"GALAXY 1 COMMUNICATIONS LLC",4020
452,"Enterprise SD - Media",3050,"GALAXY 1 COMMUNICATIONS LLC",2532
453,"Enterprise SD - Resources",3050,"GALAXY 1 COMMUNICATIONS LLC",2533
454,"Enterprise SD - NGO",3050,"GALAXY 1 COMMUNICATIONS LLC",2534
455,"Enterprise SD - Mining / Construction",3050,"GALAXY 1 COMMUNICATIONS LLC",2535
456,"Enterprise SD - AgriTech",3050,"GALAXY 1 COMMUNICATIONS LLC",2536
457,"Enterprise SD - Integrated Transport",3050,"GALAXY 1 COMMUNICATIONS LLC",2537
458,"Enterprise SD - FinTech",3050,"GALAXY 1 COMMUNICATIONS LLC",2538
459,"Enterprise SD - BYOD",3050,"GALAXY 1 COMMUNICATIONS LLC",2539
460,"Enterprise SD - Other business",3050,"GALAXY 1 COMMUNICATIONS LLC",2541
461,"Enterprise Aviation",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",3012
462,"Global Government",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",4500
463,Maritime,3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",1300
464,"US Government",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",4020
465,"Enterprise SD - Media",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2532
466,"Enterprise SD - Resources",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2533
467,"Enterprise SD - NGO",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2534
468,"Enterprise SD - Mining / Construction",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2535
469,"Enterprise SD - AgriTech",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2536
470,"Enterprise SD - Integrated Transport",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2537
471,"Enterprise SD - FinTech",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2538
472,"Enterprise SD - BYOD",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2539
473,"Enterprise SD - Other business",3064,"GLOBAL BEAM COMMUNICATIONS TRADING LLC",2541
474,"Enterprise Aviation",3041,"GOGO BUSINESS AVIATION, LLC",3012
475,"Global Government",3041,"GOGO BUSINESS AVIATION, LLC",4500
476,Maritime,3041,"GOGO BUSINESS AVIATION, LLC",1313
477,"US Government",3041,"GOGO BUSINESS AVIATION, LLC",4001
478,"Enterprise SD - Media",3041,"GOGO BUSINESS AVIATION, LLC",2532
479,"Enterprise SD - Resources",3041,"GOGO BUSINESS AVIATION, LLC",2533
480,"Enterprise SD - NGO",3041,"GOGO BUSINESS AVIATION, LLC",2534
481,"Enterprise SD - Mining / Construction",3041,"GOGO BUSINESS AVIATION, LLC",2535
482,"Enterprise SD - Integrated Transport",3041,"GOGO BUSINESS AVIATION, LLC",2537
483,"Enterprise SD - FinTech",3041,"GOGO BUSINESS AVIATION, LLC",2538
484,"Enterprise SD - BYOD",3041,"GOGO BUSINESS AVIATION, LLC",2539
485,"Enterprise SD - Other business",3041,"GOGO BUSINESS AVIATION, LLC",2541
486,"Global Government",3051,"IEC TELECOM EUROPE",4500
487,Maritime,3051,"IEC TELECOM EUROPE",1313
488,"Enterprise SD - Media",3051,"IEC TELECOM EUROPE",2532
489,"Enterprise SD - Resources",3051,"IEC TELECOM EUROPE",2533
490,"Enterprise SD - NGO",3051,"IEC TELECOM EUROPE",2534
491,"Enterprise SD - Mining / Construction",3051,"IEC TELECOM EUROPE",2535
492,"Enterprise SD - AgriTech",3051,"IEC TELECOM EUROPE",2536
493,"Enterprise SD - Integrated Transport",3051,"IEC TELECOM EUROPE",2537
494,"Enterprise SD - BYOD",3051,"IEC TELECOM EUROPE",2539
495,"Enterprise SD - Other business",3051,"IEC TELECOM EUROPE",2541
496,"Enterprise Aviation",9999,INMARSAT,5505
497,"Global Government",9999,INMARSAT,5505
498,Maritime,9999,INMARSAT,5505
499,"US Government",9999,INMARSAT,5505
500,"Enterprise SD - Media",9999,INMARSAT,5505
501,"Enterprise SD - Resources",9999,INMARSAT,5505
502,"Enterprise SD - NGO",9999,INMARSAT,5505
503,"Enterprise SD - Mining / Construction",9999,INMARSAT,5505
504,"Enterprise SD - AgriTech",9999,INMARSAT,5505
505,"Enterprise SD - Integrated Transport",9999,INMARSAT,5505
506,"Enterprise SD - FinTech",9999,INMARSAT,5505
507,"Enterprise SD - BYOD",9999,INMARSAT,5505
508,"Enterprise SD - Other business",9999,INMARSAT,5505
509,"Global Government",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
510,"US Government",3035,"INMARSAT AUSTRALIA PTY LIMITED",4020
511,"Enterprise SD - Media",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
512,"Enterprise SD - Resources",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
513,"Enterprise SD - NGO",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
514,"Enterprise SD - Mining / Construction",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
515,"Enterprise SD - AgriTech",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
516,"Enterprise SD - Integrated Transport",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
517,"Enterprise SD - FinTech",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
518,"Enterprise SD - BYOD",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
519,"Enterprise SD - Other business",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
520,"Enterprise Aviation",99999998,"INMARSAT E&E",5505
521,"Global Government",99999998,"INMARSAT E&E",5505
522,Maritime,99999998,"INMARSAT E&E",5505
523,"US Government",99999998,"INMARSAT E&E",5505
524,"Enterprise SD - Media",99999998,"INMARSAT E&E",5505
525,"Enterprise SD - Resources",99999998,"INMARSAT E&E",5505
526,"Enterprise SD - NGO",99999998,"INMARSAT E&E",5505
527,"Enterprise SD - Mining / Construction",99999998,"INMARSAT E&E",5505
528,"Enterprise SD - AgriTech",99999998,"INMARSAT E&E",5505
529,"Enterprise SD - Integrated Transport",99999998,"INMARSAT E&E",5505
530,"Enterprise SD - FinTech",99999998,"INMARSAT E&E",5505
531,"Enterprise SD - BYOD",99999998,"INMARSAT E&E",5505
532,"Enterprise SD - Other business",99999998,"INMARSAT E&E",5505
533,"Enterprise Aviation",1020,"INMARSAT SOLUTIONS BV",5505
534,"Global Government",1020,"INMARSAT SOLUTIONS BV",5505
535,"US Government",1020,"INMARSAT SOLUTIONS BV",4020
536,"Enterprise SD - Media",1020,"INMARSAT SOLUTIONS BV",5505
537,"Enterprise SD - Resources",1020,"INMARSAT SOLUTIONS BV",5505
538,"Enterprise SD - NGO",1020,"INMARSAT SOLUTIONS BV",5505
539,"Enterprise SD - Mining / Construction",1020,"INMARSAT SOLUTIONS BV",5505
540,"Enterprise SD - AgriTech",1020,"INMARSAT SOLUTIONS BV",5505
541,"Enterprise SD - Integrated Transport",1020,"INMARSAT SOLUTIONS BV",5505
542,"Enterprise SD - FinTech",1020,"INMARSAT SOLUTIONS BV",5505
543,"Enterprise SD - BYOD",1020,"INMARSAT SOLUTIONS BV",5505
544,"Enterprise SD - Other business",1020,"INMARSAT SOLUTIONS BV",5505
545,"Enterprise Aviation",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
546,"Global Government",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
547,"US Government",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
548,"Enterprise SD - Media",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
549,"Enterprise SD - Resources",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
550,"Enterprise SD - NGO",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
551,"Enterprise SD - Mining / Construction",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
552,"Enterprise SD - AgriTech",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
553,"Enterprise SD - Integrated Transport",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
554,"Enterprise SD - FinTech",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
555,"Enterprise SD - BYOD",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
556,"Enterprise SD - Other business",3033,"INMARSAT SOLUTIONS CANADA INC.",5505
557,"Enterprise Aviation",1440,"KDDI CORPORATION",3012
558,"Global Government",1440,"KDDI CORPORATION",4500
559,"US Government",1440,"KDDI CORPORATION",4020
560,"Enterprise SD - Media",1440,"KDDI CORPORATION",2532
561,"Enterprise SD - Resources",1440,"KDDI CORPORATION",2533
562,"Enterprise SD - NGO",1440,"KDDI CORPORATION",2534
563,"Enterprise SD - Mining / Construction",1440,"KDDI CORPORATION",2535
564,"Enterprise SD - AgriTech",1440,"KDDI CORPORATION",2536
565,"Enterprise SD - Integrated Transport",1440,"KDDI CORPORATION",2537
566,"Enterprise SD - FinTech",1440,"KDDI CORPORATION",2538
567,"Enterprise SD - BYOD",1440,"KDDI CORPORATION",2539
568,"Enterprise SD - Other business",1440,"KDDI CORPORATION",2541
569,"Enterprise Aviation",3046,"KORE TELEMATICS INC",3012
570,"Global Government",3046,"KORE TELEMATICS INC",4500
571,Maritime,3046,"KORE TELEMATICS INC",1328
572,"US Government",3046,"KORE TELEMATICS INC",4001
573,"Enterprise SD - Media",3046,"KORE TELEMATICS INC",2532
574,"Enterprise SD - Resources",3046,"KORE TELEMATICS INC",2533
575,"Enterprise SD - NGO",3046,"KORE TELEMATICS INC",2534
576,"Enterprise SD - Mining / Construction",3046,"KORE TELEMATICS INC",2535
577,"Enterprise SD - AgriTech",3046,"KORE TELEMATICS INC",2536
578,"Enterprise SD - Integrated Transport",3046,"KORE TELEMATICS INC",2537
579,"Enterprise SD - FinTech",3046,"KORE TELEMATICS INC",2538
580,"Enterprise SD - BYOD",3046,"KORE TELEMATICS INC",2539
581,"Enterprise SD - Other business",3046,"KORE TELEMATICS INC",2541
582,"Global Government",1261,"KTSAT CO. LTD",4500
583,"US Government",1261,"KTSAT CO. LTD",4020
584,"Enterprise SD - Media",1261,"KTSAT CO. LTD",2532
585,"Enterprise SD - Resources",1261,"KTSAT CO. LTD",2533
586,"Enterprise SD - NGO",1261,"KTSAT CO. LTD",2534
587,"Enterprise SD - Mining / Construction",1261,"KTSAT CO. LTD",2535
588,"Enterprise SD - AgriTech",1261,"KTSAT CO. LTD",2536
589,"Enterprise SD - Integrated Transport",1261,"KTSAT CO. LTD",2537
590,"Enterprise SD - FinTech",1261,"KTSAT CO. LTD",2538
591,"Enterprise SD - BYOD",1261,"KTSAT CO. LTD",2539
592,"Enterprise SD - Other business",1261,"KTSAT CO. LTD",2541
593,"Enterprise Aviation",1331,"MARLINK AS",3012
594,Maritime,1331,"MARLINK AS",1300
595,"US Government",1331,"MARLINK AS",4020
596,"Enterprise SD - Media",1331,"MARLINK AS",2532
597,"Enterprise SD - Resources",1331,"MARLINK AS",2533
598,"Enterprise SD - NGO",1331,"MARLINK AS",2534
599,"Enterprise SD - Mining / Construction",1331,"MARLINK AS",2535
600,"Enterprise SD - AgriTech",1331,"MARLINK AS",2536
601,"Enterprise SD - Integrated Transport",1331,"MARLINK AS",2537
602,"Enterprise SD - FinTech",1331,"MARLINK AS",2538
603,"Enterprise SD - BYOD",1331,"MARLINK AS",2539
604,"Enterprise SD - Other business",1331,"MARLINK AS",2541
605,"Enterprise Aviation",1140,"MARLINK SAS",3012
606,"Global Government",1140,"MARLINK SAS",4500
607,Maritime,1140,"MARLINK SAS",1300
608,"Enterprise SD - Media",1140,"MARLINK SAS",2532
609,"Enterprise SD - Resources",1140,"MARLINK SAS",2533
610,"Enterprise SD - NGO",1140,"MARLINK SAS",2534
611,"Enterprise SD - Mining / Construction",1140,"MARLINK SAS",2535
612,"Enterprise SD - AgriTech",1140,"MARLINK SAS",2536
613,"Enterprise SD - Integrated Transport",1140,"MARLINK SAS",2537
614,"Enterprise SD - FinTech",1140,"MARLINK SAS",2538
615,"Enterprise SD - BYOD",1140,"MARLINK SAS",2539
616,"Enterprise SD - Other business",1140,"MARLINK SAS",2541
617,"Enterprise Aviation",1510,"MVS GLOBAL COMMUNICATIONS",3012
618,"Global Government",1510,"MVS GLOBAL COMMUNICATIONS",4500
619,Maritime,1510,"MVS GLOBAL COMMUNICATIONS",1300
620,"US Government",1510,"MVS GLOBAL COMMUNICATIONS",4020
621,"Enterprise SD - Media",1510,"MVS GLOBAL COMMUNICATIONS",2532
622,"Enterprise SD - Resources",1510,"MVS GLOBAL COMMUNICATIONS",2533
623,"Enterprise SD - NGO",1510,"MVS GLOBAL COMMUNICATIONS",2534
624,"Enterprise SD - Mining / Construction",1510,"MVS GLOBAL COMMUNICATIONS",2535
625,"Enterprise SD - AgriTech",1510,"MVS GLOBAL COMMUNICATIONS",2536
626,"Enterprise SD - Integrated Transport",1510,"MVS GLOBAL COMMUNICATIONS",2537
627,"Enterprise SD - BYOD",1510,"MVS GLOBAL COMMUNICATIONS",2539
628,"Enterprise SD - Other business",1510,"MVS GLOBAL COMMUNICATIONS",2541
629,"Enterprise Aviation",5006,"NETWORK INNOVATIONS INC.",3012
630,"Global Government",5006,"NETWORK INNOVATIONS INC.",4500
631,Maritime,5006,"NETWORK INNOVATIONS INC.",1300
632,"US Government",5006,"NETWORK INNOVATIONS INC.",4020
633,"Enterprise SD - Media",5006,"NETWORK INNOVATIONS INC.",2532
634,"Enterprise SD - NGO",5006,"NETWORK INNOVATIONS INC.",2534
635,"Enterprise SD - Mining / Construction",5006,"NETWORK INNOVATIONS INC.",2535
636,"Enterprise SD - AgriTech",5006,"NETWORK INNOVATIONS INC.",2536
637,"Enterprise SD - Integrated Transport",5006,"NETWORK INNOVATIONS INC.",2537
638,"Enterprise SD - FinTech",5006,"NETWORK INNOVATIONS INC.",2538
639,"Enterprise SD - BYOD",5006,"NETWORK INNOVATIONS INC.",2539
640,"Enterprise SD - Other business",5006,"NETWORK INNOVATIONS INC.",2541
641,"Enterprise Aviation",3042,"NORTHROP GRUMMAN CORPORATION INC.",3012
642,"Global Government",3042,"NORTHROP GRUMMAN CORPORATION INC.",4500
643,Maritime,3042,"NORTHROP GRUMMAN CORPORATION INC.",1313
644,"US Government",3042,"NORTHROP GRUMMAN CORPORATION INC.",4001
645,"Enterprise SD - Media",3042,"NORTHROP GRUMMAN CORPORATION INC.",2532
646,"Enterprise SD - Resources",3042,"NORTHROP GRUMMAN CORPORATION INC.",2533
647,"Enterprise SD - NGO",3042,"NORTHROP GRUMMAN CORPORATION INC.",2534
648,"Enterprise SD - Mining / Construction",3042,"NORTHROP GRUMMAN CORPORATION INC.",2535
649,"Enterprise SD - AgriTech",3042,"NORTHROP GRUMMAN CORPORATION INC.",2536
650,"Enterprise SD - Integrated Transport",3042,"NORTHROP GRUMMAN CORPORATION INC.",2537
651,"Enterprise SD - NGO",1970,"DP INM WORLD",2534
652,"Enterprise Aviation",3035,"INMARSAT AUSTRALIA PTY LIMITED",5505
653,"Enterprise SD - Integrated Transport",1970,"DP INM WORLD",2537
654,"Enterprise SD - FinTech",1510,"MVS GLOBAL COMMUNICATIONS",2538
655,"Global Government",3038,"FSUE MORSVIAZSPUTNIK.",4500
656,"US Government",3051,"IEC TELECOM EUROPE",4020
657,"US Government",1140,"MARLINK SAS",4001
658,"Enterprise SD - Other business",3038,"FSUE MORSVIAZSPUTNIK.",2541
659,"Enterprise SD - AgriTech",3041,"GOGO BUSINESS AVIATION, LLC",2536
660,"Global Government",1331,"MARLINK AS",4500
661,"Global Government",3050,"GALAXY 1 COMMUNICATIONS LLC",4500
662,"Enterprise Aviation",1261,"KTSAT CO. LTD",3012
663,"Enterprise Aviation",3051,"IEC TELECOM EUROPE",3012
664,"Enterprise SD - FinTech",3051,"IEC TELECOM EUROPE",2538
665,"Enterprise SD - Resources",5006,"NETWORK INNOVATIONS INC.",2533
666,"Enterprise SD - FinTech",3042,"NORTHROP GRUMMAN CORPORATION INC.",2538
667,"Enterprise SD - BYOD",3042,"NORTHROP GRUMMAN CORPORATION INC.",2539
668,"Enterprise SD - Other business",3042,"NORTHROP GRUMMAN CORPORATION INC.",2541
669,"Enterprise Aviation",3045,"NSSL GLOBAL GMBH",3012
670,"Global Government",3045,"NSSL GLOBAL GMBH",4500
671,Maritime,3045,"NSSL GLOBAL GMBH",1300
672,"US Government",3045,"NSSL GLOBAL GMBH",4020
673,"Enterprise SD - Media",3045,"NSSL GLOBAL GMBH",2532
674,"Enterprise SD - Resources",3045,"NSSL GLOBAL GMBH",2533
675,"Enterprise SD - NGO",3045,"NSSL GLOBAL GMBH",2534
676,"Enterprise SD - Mining / Construction",3045,"NSSL GLOBAL GMBH",2535
677,"Enterprise SD - AgriTech",3045,"NSSL GLOBAL GMBH",2536
678,"Enterprise SD - Integrated Transport",3045,"NSSL GLOBAL GMBH",2537
679,"Enterprise SD - FinTech",3045,"NSSL GLOBAL GMBH",2538
680,"Enterprise SD - BYOD",3045,"NSSL GLOBAL GMBH",2539
681,"Enterprise SD - Other business",3045,"NSSL GLOBAL GMBH",2541
682,"Enterprise Aviation",10316,"NSSLGLOBAL LTD",3012
683,"Global Government",10316,"NSSLGLOBAL LTD",4500
684,"US Government",10316,"NSSLGLOBAL LTD",4020
685,"Enterprise SD - Media",10316,"NSSLGLOBAL LTD",2532
686,"Enterprise SD - Resources",10316,"NSSLGLOBAL LTD",2533
687,"Enterprise SD - NGO",10316,"NSSLGLOBAL LTD",2534
688,"Enterprise SD - Mining / Construction",10316,"NSSLGLOBAL LTD",2535
689,"Enterprise SD - AgriTech",10316,"NSSLGLOBAL LTD",2536
690,"Enterprise SD - Integrated Transport",10316,"NSSLGLOBAL LTD",2537
691,"Enterprise SD - FinTech",10316,"NSSLGLOBAL LTD",2538
692,"Enterprise SD - BYOD",10316,"NSSLGLOBAL LTD",2539
693,"Enterprise SD - Other business",10316,"NSSLGLOBAL LTD",2541
694,"Enterprise Aviation",5009,"ONAIR SWITZERLAND S.A.R.L",3012
695,"Global Government",5009,"ONAIR SWITZERLAND S.A.R.L",4500
696,Maritime,5009,"ONAIR SWITZERLAND S.A.R.L",1348
697,"US Government",5009,"ONAIR SWITZERLAND S.A.R.L",4001
698,"Enterprise SD - Media",5009,"ONAIR SWITZERLAND S.A.R.L",2532
699,"Enterprise SD - Resources",5009,"ONAIR SWITZERLAND S.A.R.L",2533
700,"Enterprise SD - NGO",5009,"ONAIR SWITZERLAND S.A.R.L",2534
701,"Enterprise SD - Mining / Construction",5009,"ONAIR SWITZERLAND S.A.R.L",2535
702,"Enterprise SD - AgriTech",5009,"ONAIR SWITZERLAND S.A.R.L",2536
703,"Enterprise SD - Integrated Transport",5009,"ONAIR SWITZERLAND S.A.R.L",2537
704,"Enterprise SD - FinTech",5009,"ONAIR SWITZERLAND S.A.R.L",2538
705,"Enterprise SD - BYOD",5009,"ONAIR SWITZERLAND S.A.R.L",2539
706,"Enterprise SD - Other business",5009,"ONAIR SWITZERLAND S.A.R.L",2541
707,"US Government",3059,"ONE NET LIMITED",4020
708,Maritime,3059,"ONE NET LIMITED",1348
709,"Global Government",3059,"ONE NET LIMITED",4500
710,"Enterprise Aviation",3059,"ONE NET LIMITED",3012
711,"Enterprise SD - Media",3059,"ONE NET LIMITED",2532
712,"Enterprise SD - Resources",3059,"ONE NET LIMITED",2533
713,"Enterprise SD - NGO",3059,"ONE NET LIMITED",2534
714,"Enterprise SD - Mining / Construction",3059,"ONE NET LIMITED",2535
715,"Enterprise SD - AgriTech",3059,"ONE NET LIMITED",2536
716,"Enterprise SD - Integrated Transport",3059,"ONE NET LIMITED",2537
717,"Enterprise SD - FinTech",3059,"ONE NET LIMITED",2538
718,"Enterprise SD - BYOD",3059,"ONE NET LIMITED",2539
719,"Enterprise SD - Other business",3059,"ONE NET LIMITED",2541
720,"Enterprise Aviation",3043,"OPEN MOBILE SYSTEM LLC",3012
721,"Global Government",3043,"OPEN MOBILE SYSTEM LLC",4500
722,Maritime,3043,"OPEN MOBILE SYSTEM LLC",1348
723,"US Government",3043,"OPEN MOBILE SYSTEM LLC",4020
724,"Enterprise SD - Media",3043,"OPEN MOBILE SYSTEM LLC",2532
725,"Enterprise SD - Resources",3043,"OPEN MOBILE SYSTEM LLC",2533
726,"Enterprise SD - NGO",3043,"OPEN MOBILE SYSTEM LLC",2534
727,"Enterprise SD - Mining / Construction",3043,"OPEN MOBILE SYSTEM LLC",2535
728,"Enterprise SD - AgriTech",3043,"OPEN MOBILE SYSTEM LLC",2536
729,"Enterprise SD - Integrated Transport",3043,"OPEN MOBILE SYSTEM LLC",2537
730,"Enterprise SD - FinTech",3043,"OPEN MOBILE SYSTEM LLC",2538
731,"Enterprise SD - BYOD",3043,"OPEN MOBILE SYSTEM LLC",2539
732,"Enterprise SD - Other business",3043,"OPEN MOBILE SYSTEM LLC",2541
733,"Enterprise Aviation",1180,"OTESAT-MARITEL SA.",3012
734,"Global Government",1180,"OTESAT-MARITEL SA.",4500
735,"US Government",1180,"OTESAT-MARITEL SA.",4020
736,"Enterprise SD - Media",1180,"OTESAT-MARITEL SA.",2532
737,"Enterprise SD - Resources",1180,"OTESAT-MARITEL SA.",2533
738,"Enterprise SD - Mining / Construction",1180,"OTESAT-MARITEL SA.",2535
739,"Enterprise SD - AgriTech",1180,"OTESAT-MARITEL SA.",2536
740,"Enterprise SD - Integrated Transport",1180,"OTESAT-MARITEL SA.",2537
741,"Enterprise SD - FinTech",1180,"OTESAT-MARITEL SA.",2538
742,"Enterprise SD - BYOD",1180,"OTESAT-MARITEL SA.",2539
743,"Enterprise SD - Other business",1180,"OTESAT-MARITEL SA.",2541
744,"Enterprise Aviation",3048,"PIVOTEL SATELLITE PTY LIMITED",3012
745,"Global Government",3048,"PIVOTEL SATELLITE PTY LIMITED",4500
746,Maritime,3048,"PIVOTEL SATELLITE PTY LIMITED",1328
747,"US Government",3048,"PIVOTEL SATELLITE PTY LIMITED",4020
748,"Enterprise SD - Media",3048,"PIVOTEL SATELLITE PTY LIMITED",2532
749,"Enterprise SD - Resources",3048,"PIVOTEL SATELLITE PTY LIMITED",2533
750,"Enterprise SD - NGO",3048,"PIVOTEL SATELLITE PTY LIMITED",2534
751,"Enterprise SD - Mining / Construction",3048,"PIVOTEL SATELLITE PTY LIMITED",2535
752,"Enterprise SD - AgriTech",3048,"PIVOTEL SATELLITE PTY LIMITED",2536
753,"Enterprise SD - Integrated Transport",3048,"PIVOTEL SATELLITE PTY LIMITED",2537
754,"Enterprise SD - FinTech",3048,"PIVOTEL SATELLITE PTY LIMITED",2538
755,"Enterprise SD - BYOD",3048,"PIVOTEL SATELLITE PTY LIMITED",2539
756,"Enterprise SD - Other business",3048,"PIVOTEL SATELLITE PTY LIMITED",2541
757,"Enterprise Aviation",3049,"RIGNET INC",3012
758,"Global Government",3049,"RIGNET INC",4500
759,Maritime,3049,"RIGNET INC",1300
760,"US Government",3049,"RIGNET INC",4020
761,"Enterprise SD - Media",3049,"RIGNET INC",2532
762,"Enterprise SD - Resources",3049,"RIGNET INC",2533
763,"Enterprise SD - NGO",3049,"RIGNET INC",2534
764,"Enterprise SD - Mining / Construction",3049,"RIGNET INC",2535
765,"Enterprise SD - AgriTech",3049,"RIGNET INC",2536
766,"Enterprise SD - Integrated Transport",3049,"RIGNET INC",2537
767,"Enterprise SD - FinTech",3049,"RIGNET INC",2538
768,"Enterprise SD - BYOD",3049,"RIGNET INC",2539
769,"Enterprise SD - Other business",3049,"RIGNET INC",2541
770,"Enterprise Aviation",3040,"ROADPOST INC.",3012
771,"Global Government",3040,"ROADPOST INC.",4500
772,Maritime,3040,"ROADPOST INC.",1313
773,"US Government",3040,"ROADPOST INC.",4020
774,"Enterprise SD - Media",3040,"ROADPOST INC.",2532
775,"Enterprise SD - Resources",3040,"ROADPOST INC.",2533
776,"Enterprise SD - NGO",3040,"ROADPOST INC.",2534
777,"Enterprise SD - Mining / Construction",3040,"ROADPOST INC.",2535
778,"Enterprise SD - AgriTech",3040,"ROADPOST INC.",2536
779,"Enterprise SD - Integrated Transport",3040,"ROADPOST INC.",2537
780,"Enterprise SD - FinTech",3040,"ROADPOST INC.",2538
781,"Enterprise SD - BYOD",3040,"ROADPOST INC.",2539
782,"Enterprise SD - Other business",3040,"ROADPOST INC.",2541
783,"Enterprise Aviation",3027,"MX1 LTD.",3012
784,"Global Government",3027,"MX1 LTD.",4500
785,"US Government",3027,"MX1 LTD.",4001
786,"Enterprise SD - Media",3027,"MX1 LTD.",2532
787,"Enterprise SD - Resources",3027,"MX1 LTD.",2533
788,"Enterprise SD - NGO",3027,"MX1 LTD.",2534
789,"Enterprise SD - Mining / Construction",3027,"MX1 LTD.",2535
790,"Enterprise SD - AgriTech",3027,"MX1 LTD.",2536
791,"Enterprise SD - Integrated Transport",3027,"MX1 LTD.",2537
792,"Enterprise SD - FinTech",3027,"MX1 LTD.",2538
793,"Enterprise SD - BYOD",3027,"MX1 LTD.",2539
794,"Enterprise SD - Other business",3027,"MX1 LTD.",2541
795,"Enterprise Aviation",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",3012
796,"Global Government",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",4500
797,Maritime,3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",1313
798,"US Government",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",4020
799,"Enterprise SD - Media",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2532
800,"Enterprise SD - Resources",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2533
801,"Enterprise SD - NGO",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2534
802,"Enterprise SD - Mining / Construction",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2535
803,"Enterprise SD - AgriTech",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2536
804,"Enterprise SD - Integrated Transport",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2537
805,"Enterprise SD - FinTech",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2538
806,"Enterprise SD - BYOD",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2539
807,"Enterprise SD - Other business",3065,"SATCOM DIRECT GOVERNMENT INC. DBA COMSAT",2541
808,"Enterprise Aviation",3061,"SATCOM DIRECT INC.",3012
809,"Global Government",3061,"SATCOM DIRECT INC.",4500
810,Maritime,3061,"SATCOM DIRECT INC.",1313
811,"US Government",3061,"SATCOM DIRECT INC.",4020
812,"Enterprise SD - Media",3061,"SATCOM DIRECT INC.",2532
813,"Enterprise SD - Resources",3061,"SATCOM DIRECT INC.",2533
814,"Enterprise SD - NGO",3061,"SATCOM DIRECT INC.",2534
815,"Enterprise SD - Mining / Construction",3061,"SATCOM DIRECT INC.",2535
816,"Enterprise SD - Integrated Transport",3061,"SATCOM DIRECT INC.",2537
817,"Enterprise SD - FinTech",3061,"SATCOM DIRECT INC.",2538
818,"Enterprise SD - BYOD",3061,"SATCOM DIRECT INC.",2539
819,"Enterprise SD - Other business",3061,"SATCOM DIRECT INC.",2541
