id,buName,dpId,dpName,profitCenter
1177,"Enterprise Carrier",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",2342
1178,"Enterprise Energy",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",2342
1179,"Enterprise Industry",3066,"TURKSAT UYDU HABERLESME KABLO TV VE ISLETME A.S",2342
1180,"Enterprise Aviation",10345,"GLOBALSTAR INC",3012
1181,"Global Government",10345,"GLOBALSTAR INC",4500
1182,Maritime,10345,"GLOBALSTAR INC",1313
1183,"US Government",10345,"GLOBALSTAR INC",4001
1184,"Enterprise SD - Media",10345,"GLOBALSTAR INC",2532
1185,"Enterprise SD - Resources",10345,"GLOBALSTAR INC",2533
1186,"Enterprise SD - NGO",10345,"GLOBALSTAR INC",2534
1187,"Enterprise SD - Mining / Construction",10345,"GLOBALSTAR INC",2535
1188,"Enterprise SD - AgriTech",10345,"GLOBALSTAR INC",2536
1189,"Enterprise SD - FinTech",10345,"GLOBALSTAR INC",2538
1190,"Enterprise SD - BYOD",10345,"GLOBALSTAR INC",2539
1191,"Enterprise SD - Other business",10345,"GLOBALSTAR INC",2541
1192,"Enterprise Carrier",10345,"GLOBALSTAR INC",2340
1193,"Enterprise Energy",10345,"GLOBALSTAR INC",2340
1194,"Enterprise Industry",10345,"GLOBALSTAR INC",2340
1195,"Enterprise Aviation",40000,"APPLIED SATELLITE TECHNOLOGY SA (PTY) LTD",3012
1196,"Enterprise Aviation",40001,40001,3012
1197,"Enterprise Aviation",40002,40002,3012
1198,"Enterprise Aviation",40004,40004,3012
1199,"Enterprise Aviation",40005,40005,3012
1200,"Enterprise Aviation",40006,40006,3012
1201,"Enterprise Aviation",40007,40007,3012
1202,"Global Government",3060,ORBCOMM,4500
1203,Maritime,3060,ORBCOMM,1313
1204,"US Government",3060,ORBCOMM,4001
1205,"Enterprise Aviation",3060,ORBCOMM,3012
1206,"Enterprise SD - Media",3060,ORBCOMM,2532
1207,"Enterprise SD - Resources",3060,ORBCOMM,2533
1208,"Enterprise SD - NGO",3060,ORBCOMM,2534
1209,"Enterprise SD - Mining / Construction",3060,ORBCOMM,2535
1210,"Enterprise SD - AgriTech",3060,ORBCOMM,2536
1211,"Enterprise SD - Integrated Transport",3060,ORBCOMM,2537
1212,"Enterprise SD - FinTech",3060,ORBCOMM,2538
1213,"Enterprise SD - BYOD",3060,ORBCOMM,2539
1214,"Enterprise SD - Other business",3060,ORBCOMM,2541
1215,"Enterprise Aviation",10375,"SPECTRA GROUP (UK) LIMITED",3012
1216,"US Government",10375,"SPECTRA GROUP (UK) LIMITED",4001
1217,"Enterprise SD - Other business",10375,"SPECTRA GROUP (UK) LIMITED",2541
1218,"Global Government",10375,"SPECTRA GROUP (UK) LIMITED",4500
1219,Maritime,10375,"SPECTRA GROUP (UK) LIMITED",1348
1220,"Enterprise Aviation",10110,"TATA COMMUNICATIONS LIMITED",3012
1221,"US Government",10110,"TATA COMMUNICATIONS LIMITED",4001
1222,"Enterprise SD - Other business",10110,"TATA COMMUNICATIONS LIMITED",2541
1223,"Global Government",10110,"TATA COMMUNICATIONS LIMITED",4500
1224,Maritime,10110,"TATA COMMUNICATIONS LIMITED",1348
1225,"Enterprise Aviation",10130,"TELECOM ITALIA SPA",3012
1226,"US Government",10130,"TELECOM ITALIA SPA",4001
1227,"Enterprise SD - Other business",10130,"TELECOM ITALIA SPA",2541
1228,"Global Government",10130,"TELECOM ITALIA SPA",4500
1229,Maritime,10130,"TELECOM ITALIA SPA",1348
1230,"Enterprise Aviation",10394,"TRUSTCOMM, INC.",3012
1231,"US Government",10394,"TRUSTCOMM, INC.",4001
1232,"Enterprise SD - Other business",10394,"TRUSTCOMM, INC.",2541
1233,"Global Government",10394,"TRUSTCOMM, INC.",4500
1234,Maritime,10394,"TRUSTCOMM, INC.",1348
1235,"Enterprise Aviation",10280,"VIETNAM MARINE COMM & ELEC. CO. 10280",3012
1236,"US Government",10280,"VIETNAM MARINE COMM & ELEC. CO. 10280",4001
1237,"Enterprise SD - Other business",10280,"VIETNAM MARINE COMM & ELEC. CO. 10280",2541
1238,"Global Government",10280,"VIETNAM MARINE COMM & ELEC. CO. 10280",4500
1239,Maritime,10280,"VIETNAM MARINE COMM & ELEC. CO. 10280",1348
1240,"Enterprise SD - Other business",10270,"COMSAT, INC.",2541
1241,"Global Government",10270,"COMSAT, INC.",4500
1242,Maritime,10270,"COMSAT, INC.",1300
1243,"US Government",10270,"COMSAT, INC.",4020
1244,"Enterprise Aviation",10270,"COMSAT, INC.",3012
1245,"Enterprise Energy",10375,"SPECTRA GROUP (UK) LIMITED",2541
1246,"Enterprise Industry",10270,"COMSAT, INC.",2541
1247,"Enterprise Energy",10270,"COMSAT, INC.",2541
1248,"Enterprise Industry",10110,"TATA COMMUNICATIONS LIMITED",2541
1249,"Enterprise Energy",10110,"TATA COMMUNICATIONS LIMITED",2541
1250,"Enterprise Industry",10130,"TELECOM ITALIA SPA",2541
1251,"Enterprise Energy",10130,"TELECOM ITALIA SPA",2541
1252,"Enterprise Energy",10394,"TRUSTCOMM, INC.",2541
1253,"Enterprise Industry",10394,"TRUSTCOMM, INC.",2541
1254,"Enterprise Industry",10280,"VIETNAM MARINE COMM & ELEC. CO. 10280",2541
1255,"Enterprise Energy",10280,"VIETNAM MARINE COMM & ELEC. CO. 10280",2541
1256,Aviation,10280,"VIETNAM MARINE COMM & ELEC. CO. 10280",3012
1257,Aviation,10394,"TRUSTCOMM, INC.",3012
1258,Aviation,10130,"TELECOM ITALIA SPA",3012
1259,Aviation,10110,"TATA COMMUNICATIONS LIMITED",3012
1260,Aviation,10375,"SPECTRA GROUP (UK) LIMITED",3012
1261,Aviation,10270,"COMSAT, INC.",3012
1262,"Enterprise SD - Resources",10110,"TATA COMMUNICATIONS LIMITED",2533
1263,"Enterprise SD - Resources",10270,"COMSAT, INC.",2533
1264,"Enterprise SD - Resources",10280,"VIETNAM MARINE COMM & ELEC. CO. 10280",2533
1265,"Enterprise SD - Resources",10130,"TELECOM ITALIA SPA",2533
1266,"Enterprise SD - Resources",10375,"SPECTRA GROUP (UK) LIMITED",2533
1267,"Enterprise SD - Resources",10394,"TRUSTCOMM, INC.",2533
1268,"Enterprise Industry",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2541
1269,Maritime,10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",1348
1270,"Global Government",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",4500
1271,"US Government",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",4001
1272,"Enterprise Aviation",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",3012
1273,"Enterprise SD - Resources",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2533
1274,"Enterprise SD - Other business",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2541
1275,Aviation,10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",3012
1276,"Enterprise Energy",10369,"SITA INFORMATION NETWORKING COMPUTING BV 10369",2541
1277,"Enterprise Aviation",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",3012
1278,"Global Government",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",4500
1279,Maritime,10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",1328
1280,"US Government",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",4001
1281,"Enterprise SD - Media",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2532
1282,"Enterprise SD - Resources",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2533
1283,"Enterprise SD - NGO",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2534
1284,"Enterprise SD - Mining / Construction",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2535
1285,"Enterprise SD - AgriTech",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2536
1286,"Enterprise SD - Integrated Transport",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2537
1287,"Enterprise SD - FinTech",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2538
1288,"Enterprise SD - BYOD",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2539
1289,"Enterprise SD - Other business",10506,"BEIJING MARINE COMMUNICATION NAVIGATION 10506",2541
1290,"Enterprise Aviation",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",3012
1291,"Global Government",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",4500
1292,Maritime,10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",1328
1293,"US Government",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",4001
1294,"Enterprise SD - Media",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2532
1295,"Enterprise SD - Resources",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2533
1296,"Enterprise SD - NGO",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2534
1297,"Enterprise SD - Mining / Construction",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2535
1298,"Enterprise SD - AgriTech",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2536
1299,"Enterprise SD - Integrated Transport",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2537
1300,"Enterprise SD - FinTech",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2538
1301,"Enterprise SD - BYOD",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2539
1302,"Enterprise SD - Other business",10522,"BEIJING MARINE COMMUNICATION NAVIGATION 10522",2541
1303,"Enterprise Aviation",10507,"MARLINK SAS 10507",3012
1304,"Global Government",10507,"MARLINK SAS 10507",4500
1305,Maritime,10507,"MARLINK SAS 10507",1300
1306,"US Government",10507,"MARLINK SAS 10507",4001
1307,"Enterprise SD - Media",10507,"MARLINK SAS 10507",2532
1308,"Enterprise SD - Resources",10507,"MARLINK SAS 10507",2533
1309,"Enterprise SD - NGO",10507,"MARLINK SAS 10507",2534
1310,"Enterprise SD - Mining / Construction",10507,"MARLINK SAS 10507",2535
1311,"Enterprise SD - AgriTech",10507,"MARLINK SAS 10507",2536
1312,"Enterprise SD - Integrated Transport",10507,"MARLINK SAS 10507",2537
1313,"Enterprise SD - FinTech",10507,"MARLINK SAS 10507",2538
1314,"Enterprise SD - BYOD",10507,"MARLINK SAS 10507",2539
1315,"Enterprise SD - Other business",10507,"MARLINK SAS 10507",2541
1316,"Enterprise Aviation",10523,"MARLINK SAS 10523",3012
1317,"Global Government",10523,"MARLINK SAS 10523",4500
1318,Maritime,10523,"MARLINK SAS 10523",1300
1319,"US Government",10523,"MARLINK SAS 10523",4001
1320,"Enterprise SD - Media",10523,"MARLINK SAS 10523",2532
1321,"Enterprise SD - Resources",10523,"MARLINK SAS 10523",2533
1322,"Enterprise SD - NGO",10523,"MARLINK SAS 10523",2534
1323,"Enterprise SD - Mining / Construction",10523,"MARLINK SAS 10523",2535
1324,"Enterprise SD - AgriTech",10523,"MARLINK SAS 10523",2536
1325,"Enterprise SD - Integrated Transport",10523,"MARLINK SAS 10523",2537
1326,"Enterprise SD - FinTech",10523,"MARLINK SAS 10523",2538
1327,"Enterprise SD - BYOD",10523,"MARLINK SAS 10523",2539
1328,"Enterprise SD - Other business",10523,"MARLINK SAS 10523",2541
1329,"Enterprise Aviation",10526,"MARLINK AS 10526",3012
1330,"Global Government",10526,"MARLINK AS 10526",4500
1331,Maritime,10526,"MARLINK AS 10526",1300
1332,"US Government",10526,"MARLINK AS 10526",4020
1333,"Enterprise SD - Media",10526,"MARLINK AS 10526",2532
1334,"Enterprise SD - Resources",10526,"MARLINK AS 10526",2533
1335,"Enterprise SD - NGO",10526,"MARLINK AS 10526",2534
1336,"Enterprise SD - Mining / Construction",10526,"MARLINK AS 10526",2535
1337,"Enterprise SD - AgriTech",10526,"MARLINK AS 10526",2536
1338,"Enterprise SD - Integrated Transport",10526,"MARLINK AS 10526",2537
1339,"Enterprise SD - FinTech",10526,"MARLINK AS 10526",2538
1340,"Enterprise SD - BYOD",10526,"MARLINK AS 10526",2539
1341,"Enterprise SD - Other business",10526,"MARLINK AS 10526",2541
1342,"Enterprise Aviation",10513,"MARLINK AS 10513",3012
1343,"Global Government",10513,"MARLINK AS 10513",4500
1344,Maritime,10513,"MARLINK AS 10513",1300
1345,"US Government",10513,"MARLINK AS 10513",4020
1346,"Enterprise SD - Media",10513,"MARLINK AS 10513",2532
1347,"Enterprise SD - Resources",10513,"MARLINK AS 10513",2533
1348,"Enterprise SD - NGO",10513,"MARLINK AS 10513",2534
1349,"Enterprise SD - Mining / Construction",10513,"MARLINK AS 10513",2535
1350,"Enterprise SD - AgriTech",10513,"MARLINK AS 10513",2536
1351,"Enterprise SD - Integrated Transport",10513,"MARLINK AS 10513",2537
1352,"Enterprise SD - FinTech",10513,"MARLINK AS 10513",2538
1353,"Enterprise SD - BYOD",10513,"MARLINK AS 10513",2539
1354,"Enterprise SD - Other business",10513,"MARLINK AS 10513",2541
1355,"Enterprise Aviation",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",3012
1356,"Global Government",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",4500
1357,"US Government",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",4020
1358,"Enterprise SD - Media",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2532
1359,"Enterprise SD - Resources",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2533
1360,"Enterprise SD - NGO",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2534
1361,"Enterprise SD - Mining / Construction",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2535
1362,"Enterprise SD - AgriTech",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2536
1363,"Enterprise SD - Integrated Transport",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2537
1364,"Enterprise SD - FinTech",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2538
1365,"Enterprise SD - BYOD",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2539
1366,"Enterprise SD - Other business",10527,"SINGAPORE TELECOMMUNICATIONS LIMITED 10527",2541
1367,"Enterprise Aviation",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",3012
1368,"Global Government",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",4500
1369,"US Government",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",4020
1370,"Enterprise SD - Media",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",2532
1371,"Enterprise SD - Resources",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",2533
1372,"Enterprise SD - NGO",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",2534
1373,"Enterprise SD - Mining / Construction",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",2535
1374,"Enterprise SD - AgriTech",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",2536
1375,"Enterprise SD - Integrated Transport",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",2537
1376,"Enterprise SD - FinTech",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",2538
1377,"Enterprise SD - BYOD",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",2539
1378,"Enterprise SD - Other business",10514,"SINGAPORE TELECOMMUNICATIONS LIMITED 10514",2541
1379,Maritime,10524,"KDDI CORPORATION 10524",1328
1380,"Enterprise Aviation",10524,"KDDI CORPORATION 10524",3012
1381,"Global Government",10524,"KDDI CORPORATION 10524",4500
1382,"US Government",10524,"KDDI CORPORATION 10524",4020
1383,"Enterprise SD - Media",10524,"KDDI CORPORATION 10524",2532
1384,"Enterprise SD - Resources",10524,"KDDI CORPORATION 10524",2533
1385,"Enterprise SD - NGO",10524,"KDDI CORPORATION 10524",2534
1386,"Enterprise SD - Mining / Construction",10524,"KDDI CORPORATION 10524",2535
1387,"Enterprise SD - AgriTech",10524,"KDDI CORPORATION 10524",2536
1388,"Enterprise SD - Integrated Transport",10524,"KDDI CORPORATION 10524",2537
1389,"Enterprise SD - FinTech",10524,"KDDI CORPORATION 10524",2538
1390,"Enterprise SD - BYOD",10524,"KDDI CORPORATION 10524",2539
1391,"Enterprise SD - Other business",10524,"KDDI CORPORATION 10524",2541
1392,"Enterprise Carrier",10524,"KDDI CORPORATION 10524",2533
1393,"Enterprise Energy",10524,"KDDI CORPORATION 10524",2533
1394,"Enterprise Industry",10524,"KDDI CORPORATION 10524",2533
1395,Maritime,10512,"KDDI CORPORATION 10512",1328
1396,"Enterprise Aviation",10512,"KDDI CORPORATION 10512",3012
1397,"Global Government",10512,"KDDI CORPORATION 10512",4500
1398,"US Government",10512,"KDDI CORPORATION 10512",4020
1399,"Enterprise SD - Media",10512,"KDDI CORPORATION 10512",2532
1400,"Enterprise SD - Resources",10512,"KDDI CORPORATION 10512",2533
1401,"Enterprise SD - NGO",10512,"KDDI CORPORATION 10512",2534
1402,"Enterprise SD - Mining / Construction",10512,"KDDI CORPORATION 10512",2535
1403,"Enterprise SD - AgriTech",10512,"KDDI CORPORATION 10512",2536
1404,"Enterprise SD - Integrated Transport",10512,"KDDI CORPORATION 10512",2537
1405,"Enterprise SD - FinTech",10512,"KDDI CORPORATION 10512",2538
1406,"Enterprise SD - BYOD",10512,"KDDI CORPORATION 10512",2539
1407,"Enterprise SD - Other business",10512,"KDDI CORPORATION 10512",2541
1408,"Enterprise Carrier",10512,"KDDI CORPORATION 10512",2533
1409,"Enterprise Energy",10512,"KDDI CORPORATION 10512",2533
1410,"Enterprise Industry",10512,"KDDI CORPORATION 10512",2533
1411,Maritime,10508,"OTESATMARITEL SA 10508",1348
1412,"Enterprise Aviation",10508,"OTESATMARITEL SA 10508",3012
1413,"Global Government",10508,"OTESATMARITEL SA 10508",4500
1414,"US Government",10508,"OTESATMARITEL SA 10508",4001
1415,"Enterprise SD - Media",10508,"OTESATMARITEL SA 10508",2532
1416,"Enterprise SD - Resources",10508,"OTESATMARITEL SA 10508",2533
1417,"Enterprise SD - NGO",10508,"OTESATMARITEL SA 10508",2534
1418,"Enterprise SD - Mining / Construction",10508,"OTESATMARITEL SA 10508",2535
1419,"Enterprise SD - AgriTech",10508,"OTESATMARITEL SA 10508",2536
1420,"Enterprise SD - Integrated Transport",10508,"OTESATMARITEL SA 10508",2537
1421,"Enterprise SD - FinTech",10508,"OTESATMARITEL SA 10508",2538
1422,"Enterprise SD - BYOD",10508,"OTESATMARITEL SA 10508",2539
1423,"Enterprise SD - Other business",10508,"OTESATMARITEL SA 10508",2541
1424,"Enterprise Carrier",10508,"OTESATMARITEL SA 10508",2342
1425,"Enterprise Energy",10508,"OTESATMARITEL SA 10508",2342
1426,"Enterprise Industry",10508,"OTESATMARITEL SA 10508",2342
1427,Maritime,10530,"KTSAT CO LTD 10530",1328
1428,"Enterprise Aviation",10530,"KTSAT CO LTD 10530",3012
1429,"Global Government",10530,"KTSAT CO LTD 10530",4500
1430,"US Government",10530,"KTSAT CO LTD 10530",4001
1431,"Enterprise SD - Media",10530,"KTSAT CO LTD 10530",2532
1432,"Enterprise SD - Resources",10530,"KTSAT CO LTD 10530",2533
1433,"Enterprise SD - NGO",10530,"KTSAT CO LTD 10530",2534
1434,"Enterprise SD - Mining / Construction",10530,"KTSAT CO LTD 10530",2535
1435,"Enterprise SD - AgriTech",10530,"KTSAT CO LTD 10530",2536
1436,"Enterprise SD - Integrated Transport",10530,"KTSAT CO LTD 10530",2537
1437,"Enterprise SD - FinTech",10530,"KTSAT CO LTD 10530",2538
1438,"Enterprise SD - BYOD",10530,"KTSAT CO LTD 10530",2539
1439,"Enterprise SD - Other business",10530,"KTSAT CO LTD 10530",2541
1440,"Enterprise Carrier",10530,"KTSAT CO LTD 10530",2344
1441,"Enterprise Energy",10530,"KTSAT CO LTD 10530",2344
1442,"Enterprise Industry",10530,"KTSAT CO LTD 10530",2344
1443,Maritime,10120,"MX1 LTD 10120",1348
1444,"Enterprise Aviation",10120,"MX1 LTD 10120",3012
1445,"Global Government",10120,"MX1 LTD 10120",4500
1446,"US Government",10120,"MX1 LTD 10120",4001
1447,"Enterprise SD - Media",10120,"MX1 LTD 10120",2532
1448,"Enterprise SD - Resources",10120,"MX1 LTD 10120",2533
1449,"Enterprise SD - NGO",10120,"MX1 LTD 10120",2534
1450,"Enterprise SD - Mining / Construction",10120,"MX1 LTD 10120",2535
1451,"Enterprise SD - AgriTech",10120,"MX1 LTD 10120",2536
1452,"Enterprise SD - Integrated Transport",10120,"MX1 LTD 10120",2537
1453,"Enterprise SD - FinTech",10120,"MX1 LTD 10120",2538
1454,"Enterprise SD - BYOD",10120,"MX1 LTD 10120",2539
1455,"Enterprise SD - Other business",10120,"MX1 LTD 10120",2541
1456,"Enterprise Carrier",10120,"MX1 LTD 10120",2343
1457,"Enterprise Energy",10120,"MX1 LTD 10120",2343
1458,"Enterprise Industry",10120,"MX1 LTD 10120",2343
1459,Maritime,10509,"MX1 LTD 10509",1348
1460,"Enterprise Aviation",10509,"MX1 LTD 10509",3012
1461,"Global Government",10509,"MX1 LTD 10509",4500
1462,"US Government",10509,"MX1 LTD 10509",4001
1463,"Enterprise SD - Media",10509,"MX1 LTD 10509",2532
1464,"Enterprise SD - Resources",10509,"MX1 LTD 10509",2533
1465,"Enterprise SD - NGO",10509,"MX1 LTD 10509",2534
1466,"Enterprise SD - Mining / Construction",10509,"MX1 LTD 10509",2535
1467,"Enterprise SD - AgriTech",10509,"MX1 LTD 10509",2536
1468,"Enterprise SD - Integrated Transport",10509,"MX1 LTD 10509",2537
1469,"Enterprise SD - FinTech",10509,"MX1 LTD 10509",2538
1470,"Enterprise SD - BYOD",10509,"MX1 LTD 10509",2539
1471,"Enterprise SD - Other business",10509,"MX1 LTD 10509",2541
1472,"Enterprise Carrier",10509,"MX1 LTD 10509",2343
1473,"Enterprise Energy",10509,"MX1 LTD 10509",2343
1474,"Enterprise Industry",10509,"MX1 LTD 10509",2343
1475,"Enterprise Aviation",10519,"ARINC INC USA 10519",3012
1476,"Global Government",10519,"ARINC INC USA 10519",4500
1477,Maritime,10519,"ARINC INC USA 10519",1313
1478,"US Government",10519,"ARINC INC USA 10519",4020
1479,"Enterprise SD - Media",10519,"ARINC INC USA 10519",2532
1480,"Enterprise SD - Resources",10519,"ARINC INC USA 10519",2533
1481,"Enterprise SD - NGO",10519,"ARINC INC USA 10519",2534
1482,"Enterprise SD - Mining / Construction",10519,"ARINC INC USA 10519",2535
1483,"Enterprise SD - AgriTech",10519,"ARINC INC USA 10519",2536
1484,"Enterprise SD - Integrated Transport",10519,"ARINC INC USA 10519",2537
1485,"Enterprise SD - FinTech",10519,"ARINC INC USA 10519",2538
1486,"Enterprise SD - BYOD",10519,"ARINC INC USA 10519",2539
1487,"Enterprise SD - Other business",10519,"ARINC INC USA 10519",2541
1488,"Enterprise Carrier",10519,"ARINC INC USA 10519",2533
1489,"Enterprise Energy",10519,"ARINC INC USA 10519",2533
1490,"Enterprise Industry",10519,"ARINC INC USA 10519",2533
1491,"Enterprise Aviation",10529,"ARINC INC USA 10529",3012
1492,"Global Government",10529,"ARINC INC USA 10529",4500
1493,Maritime,10529,"ARINC INC USA 10529",1313
1494,"US Government",10529,"ARINC INC USA 10529",4020
1495,"Enterprise SD - Media",10529,"ARINC INC USA 10529",2532
1496,"Enterprise SD - Resources",10529,"ARINC INC USA 10529",2533
1497,"Enterprise SD - NGO",10529,"ARINC INC USA 10529",2534
1498,"Enterprise SD - Mining / Construction",10529,"ARINC INC USA 10529",2535
1499,"Enterprise SD - AgriTech",10529,"ARINC INC USA 10529",2536
1500,"Enterprise SD - Integrated Transport",10529,"ARINC INC USA 10529",2537
1501,"Enterprise SD - FinTech",10529,"ARINC INC USA 10529",2538
1502,"Enterprise SD - BYOD",10529,"ARINC INC USA 10529",2539
1503,"Enterprise SD - Other business",10529,"ARINC INC USA 10529",2541
1504,"Enterprise Carrier",10529,"ARINC INC USA 10529",2533
1505,"Enterprise Energy",10529,"ARINC INC USA 10529",2533
1506,"Enterprise Industry",10529,"ARINC INC USA 10529",2533
1507,Maritime,10300,"FSUE MORSVIAZSPUTNIK 10300",1348
1508,"Enterprise Aviation",10300,"FSUE MORSVIAZSPUTNIK 10300",3012
1509,"Global Government",10300,"FSUE MORSVIAZSPUTNIK 10300",4500
1510,"US Government",10300,"FSUE MORSVIAZSPUTNIK 10300",4020
1511,"Enterprise SD - Media",10300,"FSUE MORSVIAZSPUTNIK 10300",2532
1512,"Enterprise SD - Resources",10300,"FSUE MORSVIAZSPUTNIK 10300",2533
1513,"Enterprise SD - NGO",10300,"FSUE MORSVIAZSPUTNIK 10300",2534
1514,"Enterprise SD - Mining / Construction",10300,"FSUE MORSVIAZSPUTNIK 10300",2535
1515,"Enterprise SD - AgriTech",10300,"FSUE MORSVIAZSPUTNIK 10300",2536
1516,"Enterprise SD - Integrated Transport",10300,"FSUE MORSVIAZSPUTNIK 10300",2537
1517,"Enterprise SD - FinTech",10300,"FSUE MORSVIAZSPUTNIK 10300",2538
1518,"Enterprise SD - BYOD",10300,"FSUE MORSVIAZSPUTNIK 10300",2539
1519,"Enterprise SD - Other business",10300,"FSUE MORSVIAZSPUTNIK 10300",2541
1520,"Enterprise Carrier",10300,"FSUE MORSVIAZSPUTNIK 10300",2533
1521,"Enterprise Energy",10300,"FSUE MORSVIAZSPUTNIK 10300",2533
1522,"Enterprise Industry",10300,"FSUE MORSVIAZSPUTNIK 10300",2533
1523,Maritime,10528,"FSUE MORSVIAZSPUTNIK 10528",1348
1524,"Enterprise Aviation",10528,"FSUE MORSVIAZSPUTNIK 10528",3012
1525,"Global Government",10528,"FSUE MORSVIAZSPUTNIK 10528",4500
1526,"US Government",10528,"FSUE MORSVIAZSPUTNIK 10528",4020
1527,"Enterprise SD - Media",10528,"FSUE MORSVIAZSPUTNIK 10528",2532
1528,"Enterprise SD - Resources",10528,"FSUE MORSVIAZSPUTNIK 10528",2533
1529,"Enterprise SD - NGO",10528,"FSUE MORSVIAZSPUTNIK 10528",2534
1530,"Enterprise SD - Mining / Construction",10528,"FSUE MORSVIAZSPUTNIK 10528",2535
1531,"Enterprise SD - AgriTech",10528,"FSUE MORSVIAZSPUTNIK 10528",2536
1532,"Enterprise SD - Integrated Transport",10528,"FSUE MORSVIAZSPUTNIK 10528",2537
1533,"Enterprise SD - FinTech",10528,"FSUE MORSVIAZSPUTNIK 10528",2538
1534,"Enterprise SD - BYOD",10528,"FSUE MORSVIAZSPUTNIK 10528",2539
1535,"Enterprise SD - Other business",10528,"FSUE MORSVIAZSPUTNIK 10528",2541
1536,"Enterprise Carrier",10528,"FSUE MORSVIAZSPUTNIK 10528",2533
1537,"Enterprise Energy",10528,"FSUE MORSVIAZSPUTNIK 10528",2533
1538,"Enterprise Industry",10528,"FSUE MORSVIAZSPUTNIK 10528",2533
1539,Maritime,10517,"FSUE MORSVIAZSPUTNIK 10517",1348
1540,"Enterprise Aviation",10517,"FSUE MORSVIAZSPUTNIK 10517",3012
1541,"Global Government",10517,"FSUE MORSVIAZSPUTNIK 10517",4500
1542,"US Government",10517,"FSUE MORSVIAZSPUTNIK 10517",4020
1543,"Enterprise SD - Media",10517,"FSUE MORSVIAZSPUTNIK 10517",2532
1544,"Enterprise SD - Resources",10517,"FSUE MORSVIAZSPUTNIK 10517",2533
1545,"Enterprise SD - NGO",10517,"FSUE MORSVIAZSPUTNIK 10517",2534
1546,"Enterprise SD - Mining / Construction",10517,"FSUE MORSVIAZSPUTNIK 10517",2535
